STITCH,Individual Side Effect,Side Effect Name
CID000002631,C0877558,upper respiratory tract inflammation
CID000002631,C0858640,rales
CID000002631,C0241582,culture positive
CID000002631,C0456107,meningitis neonatal
CID000002631,C0856818,polycythaemia
CID000002631,C0156238,renal cortical necrosis
CID000002631,C0559938,ileal perforation
CID000002631,C0003132,anoxic encephalopathy
CID000002631,C0856812,haemolysis
CID000002631,C0855359,csf white blood cell count positive
CID000002631,C1112734,gastric infection
CID000002631,C0853845,pulmonary interstitial emphysema syndrome
CID000002631,C0853847,pathogen resistance
CID000002631,C0028961,oliguria
CID000002631,C1167745,extremity necrosis
CID000002631,C0542027,hypercoagulation
CID000002631,C0085642,livedo reticularis
CID000002631,C0015930,foetal distress syndrome
CID000002631,C0877792,circadian rhythm sleep disorder
CID000002631,C0156308,penile oedema
CID000002631,C1112353,medical device complication
CID000002631,C0154728,meningeal disorder
CID000002631,C0948594,musculoskeletal discomfort
CID000002631,C1138421,spider vein
CID000002631,C1142300,clostridium colitis
CID000002631,C0151569,coombs direct test positive
CID000002631,C0151763,hepatocellular injury
CID000002631,C0022729,klebsiella infection
CID000002631,C0026205,miosis
CID000002631,C0742468,central nervous system lesion
CID000002631,C2363981,chronic hepatic failure
CID000002631,C0877211,general physical health deterioration
CID000002631,C0151799,skin necrosis
CID000002631,C0948697,cytomegalovirus test
CID000002631,C0948692,necrotising colitis
CID000002631,C1442826,necrotising enterocolitis neonatal
CID000002631,C0742906,c-reactive protein increased
CID000002631,C0035067,renal artery stenosis
CID000002631,C0270191,intraventricular haemorrhage neonatal
CID000002631,C1142168,neonatal aspiration
CID000002631,C1096246,acid fast bacilli infection
CID000002631,C0271738,adrenal suppression
CID000002631,C0438237,hepatic enzyme abnormal
CID000002631,C0878588,sphincter of oddi dysfunction
CID000002631,C0085932,dermatitis bullous
CID000002631,C0302809,hepatitis fulminant
CID000002631,C1997821,peritoneal dialysis
CID000002631,C0240059,intraventricular haemorrhage
CID000002631,C0085808,mycotic aneurysm
CID000002631,C1167791,skin toxicity
CID000002631,C0852870,po2
CID000002631,C0343084,capillary leak syndrome
CID000002631,C0236780,affective disorder
CID000002631,C0264492,chronic respiratory failure
CID000002631,C1168207,haemodialysis
CID000002631,C0919672,multi-organ failure
CID000002631,C0853777,blood albumin decreased
CID000002631,C0521481,oedema mucosal
CID000002631,C0521845,drug effect decreased
CID000002631,C1696157,gastrointestinal stoma complication
CID000002631,C0436510,spinal myelogram abnormal
CID000002631,C0423690,facet joint syndrome
CID000002631,C0852172,urethral disorder
CID000002631,C0405583,tendon calcification
CID000002631,C0235943,cold agglutinins positive
CID000002631,C0333549,haemorrhagic infarction
CID000002631,C0855795,red blood cell schistocytes present
CID000002631,C1141926,abdominal sepsis
CID000002631,C0520600,cardio-respiratory arrest
CID000002631,C0149504,toxic encephalopathy
CID000002631,C0155789,oesophageal varices haemorrhage
CID000002631,C1504439,reversible posterior leukoencephalopathy syndrome
CID000002631,C0849916,generalised erythema
CID000002631,C0428791,aortic valve calcification
CID000002631,C2242683,gastroenteritis norovirus
CID000002631,C0580359,allergy test positive
CID000002631,C0085437,meningitis bacterial
CID000002631,C0038539,subdural empyema
CID000002631,C0151773,bone marrow depression
CID000002631,C0851928,bacillus infection
CID000002631,C0035085,renal infarct
CID000002631,C1142047,bacterial culture positive
CID000002631,C0859078,maternal drugs affecting foetus
CID000002631,C0231856,breath sounds abnormal
CID000002631,C0861112,cardioactive drug level
CID000002631,C0239295,oesophageal candidiasis
CID000002631,C0155320,blindness cortical
CID000002631,C0919823,cytolytic hepatitis
CID000002631,C0349782,ischaemic cardiomyopathy
CID000002631,C0858254,complex partial seizures
CID000002631,C0853834,blood immunoglobulin e
CID000002631,C0877418,blood culture positive
CID000002631,C0035273,resuscitation
CID000002631,C1328409,propofol infusion syndrome
CID000002631,C0236073,cerebellar infarction
CID000002631,C1262104,urinary tract infection pseudomonal
CID000002631,C0852630,cns ventriculitis
CID000002631,C0160390,hepatic trauma
CID000002631,C0684256,bacterial sepsis
CID000002631,C0549400,apgar score low
CID000002631,C0158835,chorioamnionitis
CID000002631,C0851744,hepatocellular damage
CID000002631,C0277897,central venous pressure decreased
CID000002631,C1142005,biliary ischaemia
CID000002631,C0042974,von willebrand's disease
CID000002631,C0520796,gastroenteritis cryptosporidial
CID000002631,C0679254,disease recurrence
CID000002631,C0549475,lipase
CID000002631,C1868693,localised intraabdominal fluid collection
CID000002631,C0235039,pallor
CID000002631,C0429480,foetal heart rate deceleration
CID000002631,C0948636,bile duct stenosis
CID000002631,C0151734,injection site inflammation
CID000002631,C1285373,respiratory disorder neonatal
CID000002631,C1096343,infusion site reaction
CID000002631,C0855335,electrocardiogram st segment abnormal
CID000002631,C0549369,pancreatic enzymes increased
CID000002631,C0438254,urine electrolytes abnormal
CID000002631,C0858343,pco2 increased
CID000002631,C0546817,fluid overload
CID000002631,C0849796,ear congestion
CID000002631,C0013420,uterine contractions abnormal
CID000002631,C0205204,scab
CID000002631,C0521530,lung consolidation
CID000002631,C1260962,megakaryocytes abnormal
CID000002631,C0012739,disseminated intravascular coagulation
CID000002631,C0155652,acute myocardial infarction
CID000002631,C0853347,venous thrombosis limb
CID000002631,C0151467,adrenocortical insufficiency acute
CID000002631,C0854506,urinary tract infection enterococcal
CID000002631,C1142287,ventricular hypokinesia
CID000002631,C0852020,gastrointestinal necrosis
CID000002631,C0742007,catheter sepsis
CID000002631,C0151905,alanine aminotransferase increased
CID000002631,C0854372,mastication disorder
CID000002631,C0948605,no therapeutic response
CID000002631,C0853597,blood corticotrophin abnormal
CID000002631,C1142137,general physical condition
CID000002631,C1964002,leukoencephalopathy
CID000002631,C0235924,coagulation factor decreased
CID000002631,C0877087,nail bed bleeding
CID000002631,C0855472,blood alkaline phosphatase decreased
CID000002631,C0026827,hypotonia
CID000002631,C0178583,decerebration
CID000002631,C2363801,oxygen saturation decreased
CID000002631,C0276225,congenital herpes simplex infection
CID000002631,C0852275,congenital infection
CID000002631,C0276340,respiratory syncytial virus bronchiolitis
CID000002631,C0948268,haemodynamic instability
CID000002631,C1140716,hypoxic encephalopathy
CID000002631,C1096163,popliteal pulse decreased
CID000002631,C1096075,enterococcal infection
CID000002631,C0455995,neonatal hypotension
CID000002631,C1096301,diverticular hernia
CID000002631,C1096260,enterococcal sepsis
CID000002631,C0853040,reaction to drug excipient
CID000002631,C1095988,brain natriuretic peptide increased
CID000002631,C0542518,kidney enlargement
CID000002631,C0152966,pneumococcal sepsis
CID000002631,C0152965,staphylococcal bacteraemia
CID000002631,C0085394,serratia infection
CID000002631,C2242536,gastric perforation
CID000002637,C0016664,stress fracture
CID000002637,C1096124,meniscus lesion
CID000002637,C0040441,tooth fracture
CID000002637,C0040440,tooth extraction
CID000002637,C0278134,sensory loss
CID000002637,C0238246,haemangioma of liver
CID000002637,C0854029,blood creatine increased
CID000002637,C0949690,spinal osteoarthritis
CID000002637,C0262544,lumbar vertebral fracture
CID000002637,C0852091,bone disorder
CID000002637,C1096398,eczema weeping
CID000002637,C0231835,respiratory rate increased
CID000002637,C0033816,pseudomonas infection
CID000002637,C0024248,lymphocele
CID000002637,C0877211,general physical health deterioration
CID000002637,C0854133,blood bilirubin increased
CID000002637,C0853013,diverticular perforation
CID000002637,C0151739,small intestinal perforation
CID000002637,C0158288,lumbar spinal stenosis
CID000002637,C0877517,blood phosphorus decreased
CID000002637,C0744403,gingival infection
CID000002637,C0155966,diverticulum
CID000002637,C1142474,metastatic neoplasm
CID000002637,C1096730,staphylococcal infection
CID000002637,C0151994,uterine enlargement
CID000002637,C0854326,escherichia infection
CID000002637,C0235874,condition aggravated
CID000002637,C0555120,leukocyturia
CID000002637,C1141930,post procedural complication
CID000002637,C0678201,ileitis
CID000002637,C1963899,gastroduodenitis
CID000002637,C0919823,cytolytic hepatitis
CID000002637,C0019214,hepatosplenomegaly
CID000002637,C0272774,foot fracture
CID000002637,C1112153,procedural complication
CID000002637,C0016506,foot deformity
CID000002637,C0158439,osteitis deformans
CID000002637,C0151747,renal tubular disorder
CID000002637,C1168170,poor dental condition
CID000002637,C1737265,non-hodgkin's lymphoma
CID000002637,C0241950,intestinal infarction
CID000002637,C0006285,bronchopneumonia
CID000002637,C0160059,joint sprain
CID000002637,C0204324,dental operation
CID000002637,C0185131,bone operation
CID000002637,C0948713,bone erosion
CID000002637,C0185221,bone debridement
CID000002637,C0002957,anger
CID000002637,C0700632,endodontic procedure
CID000002637,C1096048,scan bone marrow abnormal
CID000002637,C0151773,bone marrow depression
CID000002637,C0858640,rales
CID000002637,C0029453,osteopenia
CID000002637,C1699743,renal injury
CID000002637,C0205204,scab
CID000002637,C0559938,ileal perforation
CID000002637,C0206138,crest syndrome
CID000002637,C0743733,eye laser surgery
CID000002637,C0854479,device failure
CID000002637,C0028961,oliguria
CID000002637,C1096075,enterococcal infection
CID000002637,C1720775,renal tubular necrosis
CID000002637,C1536013,incorrect dose administered
CID000002637,C0280803,central nervous system lymphoma
CID000002637,C0178874,neoplasm progression
CID000002637,C0238106,clostridium difficile colitis
CID000002637,C0267827,hepatitis acute
CID000002637,C1167981,hypoaesthesia
CID000002637,C1142300,clostridium colitis
CID000002637,C0522153,urine colour abnormal
CID000002637,C1262178,diffuse large b-cell lymphoma
CID000002637,C0238074,cor pulmonale chronic
CID000002637,C1096262,escherichia bacteraemia
CID000002637,C1142287,ventricular hypokinesia
CID000002637,C0240007,inguinal mass
CID000002637,C0242891,tooth injury
CID000002637,C0155938,malocclusion
CID000002637,C0684550,metastases to spine
CID000002637,C1167765,wound infection staphylococcal
CID000002637,C1869076,clostridial infection
CID000002637,C0034103,pulpitis dental
CID000002637,C1535973,bone fragmentation
CID000002637,C0742078,brain mass
CID000002637,C2363982,visual disturbance
CID000002637,C0877025,prothrombin time prolonged
CID000002637,C2242544,congenital tricuspid valve incompetence
CID000002637,C1611703,epstein-barr virus test positive
CID000002637,C0919874,post procedural haemorrhage
CID000002637,C0853225,international normalised ratio increased
CID000002637,C0852896,retinal tear
CID000504578,C0281790,bone fistula
CID000504578,C0339961,pneumonia fungal
CID000504578,C0856054,mental status changes
CID000504578,C0748725,sinus operation
CID000504578,C0855529,urine sodium abnormal
CID000504578,C0740313,nuclear magnetic resonance imaging abnormal
CID000504578,C1608969,ammonia increased
CID000504578,C0040440,tooth extraction
CID000504578,C0919672,multi-organ failure
CID000504578,C0262393,bladder prolapse
CID000504578,C0277890,blood pressure diastolic decreased
CID000504578,C0406834,wound secretion
CID000504578,C0549475,lipase
CID000504578,C0234146,areflexia
CID000504578,C0949690,spinal osteoarthritis
CID000504578,C1167648,gastrointestinal infection
CID000504578,C0852091,bone disorder
CID000504578,C0013261,duane's syndrome
CID000504578,C0032134,plasmapheresis
CID000504578,C0029423,osteochondroma
CID000504578,C0153690,bone cancer metastatic
CID000504578,C0235532,cyanosis
CID000504578,C0497365,rash generalised
CID000504578,C0038166,staphylococcal skin infection
CID000504578,C0853557,computerised tomogram
CID000504578,C1095988,brain natriuretic peptide increased
CID000504578,C0043541,mucormycosis
CID000504578,C0337629,economic problem
CID000504578,C0234131,motor dysfunction
CID000504578,C0193173,prolapse repair
CID000504578,C0349336,emotional disorder
CID000504578,C1167654,acute prerenal failure
CID000504578,C0035326,retinal vascular occlusion
CID000504578,C0476280,musculoskeletal chest pain
CID000504578,C0856223,mental disorder
CID000504578,C0392530,uterovaginal prolapse
CID000504578,C1561982,toxic anterior segment syndrome
CID000504578,C1142474,metastatic neoplasm
CID000504578,C0854326,escherichia infection
CID000504578,C0235874,condition aggravated
CID000504578,C1095922,wound decomposition
CID000504578,C1141930,post procedural complication
CID000504578,C1141933,multi-organ disorder
CID000504578,C0853777,blood albumin decreased
CID000504578,C0264714,cardiac failure acute
CID000504578,C0154774,endophthalmitis
CID000504578,C0473120,abdominal haematoma
CID000504578,C0742906,c-reactive protein increased
CID000504578,C0349702,corneal scar
CID000504578,C0235490,peripheral ischaemia
CID000504578,C0851761,orbital infection
CID000504578,C0151539,blood urea increased
CID000504578,C0235431,blood creatinine increased
CID000504578,C0852913,blood amylase increased
CID000504578,C0178417,anhedonia
CID000504578,C0854479,device failure
CID000504578,C0852113,cardiovascular disorder
CID000504578,C0151662,gamma-glutamyltransferase increased
